1/13/16,19,SEK,3029
1/12/16,19,SEK,829
1/12/16,19,SEK,1354
1/12/16,19,SEK,754
1/4/16,24,SEK,3029
1/18/16,24,SEK,2879
1/18/16,24,SEK,129
1/27/16,24,SEK,3029
2/25/16,24,SEK,3029
3/24/16,24,SEK,3029
4/20/16,24,SEK,1029
4/19/16,24,SEK,1829
4/19/16,24,SEK,149
4/1/16,30,SEK,129
1/27/16,40,SEK,1729
1/27/16,40,SEK,1186
1/28/16,50,SEK,329
2/19/16,50,SEK,1029
2/26/16,50,SEK,329
2/26/16,50,SEK,329
2/26/16,50,SEK,429
3/4/16,50,SEK,529
3/24/16,50,SEK,1029
1/28/16,50,SEK,329
2/17/16,53,SEK,479
2/8/16,60,SEK,329
3/9/16,63,SEK,2629
3/9/16,63,SEK,229
3/31/16,63,SEK,1929
3/31/16,63,SEK,129
3/31/16,63,SEK,829
4/11/16,63,SEK,2429
1/8/16,70,SEK,879
1/8/16,70,SEK,329
1/8/16,70,SEK,329
1/8/16,70,SEK,1429
1/25/16,70,SEK,1629
1/25/16,70,SEK,1029
1/25/16,70,SEK,329
2/12/16,70,SEK,279
2/25/16,70,SEK,1529
3/10/16,70,SEK,329
3/24/16,70,SEK,1529
3/24/16,70,SEK,1429
4/7/16,70,SEK,1529
4/7/16,70,SEK,1429
5/3/16,77,SEK,2969
1/5/16,80,SEK,629
1/26/16,80,SEK,250
1/26/16,80,SEK,229
1/26/16,80,SEK,230
1/28/16,80,SEK,230
2/29/16,80,SEK,300
2/29/16,80,SEK,231
2/18/16,80,SEK,129
3/14/16,80,SEK,130
3/29/16,80,SEK,130
3/29/16,80,SEK,130
1/26/16,80,SEK,84
1/26/16,80,SEK,88
1/29/16,80,SEK,141
2/18/16,80,SEK,89
3/29/16,80,SEK,124
3/29/16,80,SEK,124
4/12/16,80,SEK,164
1/5/16,82,SEK,790
2/23/16,82,SEK,629
2/24/16,82,SEK,700
2/25/16,82,SEK,800
3/11/16,82,SEK,859
3/16/16,82,SEK,1000
3/16/16,82,SEK,929
3/18/16,82,SEK,229
4/15/16,82,SEK,1000
1/14/16,105,SEK,429
1/27/16,105,SEK,629
1/28/16,105,SEK,1299
1/29/16,105,SEK,629
1/28/16,139,SEK,329
1/28/16,139,SEK,429
1/28/16,139,SEK,129
1/28/16,139,SEK,229
1/28/16,139,SEK,429
1/28/16,139,SEK,229
2/19/16,139,SEK,429
2/19/16,139,SEK,329
2/19/16,139,SEK,229
3/8/16,139,SEK,229
3/15/16,139,SEK,429
3/15/16,139,SEK,829
3/15/16,139,SEK,229
3/15/16,139,SEK,129
3/15/16,139,SEK,529
3/15/16,139,SEK,129
3/15/16,139,SEK,229
3/15/16,139,SEK,229
4/5/16,139,SEK,229
4/5/16,139,SEK,1029
4/5/16,139,SEK,929
4/5/16,139,SEK,829
1/5/16,140,SEK,3029
6/23/16,148,SEK,1629
1/4/16,151,SEK,1500
1/4/16,151,SEK,1529
3/3/16,151,SEK,3029
3/29/16,151,SEK,3029
1/27/16,164,SEK,129
2/26/16,164,SEK,129
3/24/16,164,SEK,129
4/27/16,164,SEK,129
2/22/16,174,SEK,129
2/26/16,174,SEK,129
3/24/16,174,SEK,129
4/22/16,174,SEK,129
1/8/16,204,SEK,329
1/8/16,204,SEK,271
1/8/16,204,SEK,129
1/27/16,204,SEK,229
1/27/16,204,SEK,204
1/27/16,204,SEK,129
1/27/16,204,SEK,129
1/27/16,204,SEK,129
2/8/16,204,SEK,279
2/8/16,204,SEK,279
2/8/16,204,SEK,429
2/25/16,204,SEK,329
2/23/16,204,SEK,269
2/25/16,204,SEK,329
2/23/16,204,SEK,429
2/26/16,204,SEK,229
2/26/16,204,SEK,279
2/26/16,204,SEK,279
3/30/16,204,SEK,579
3/29/16,204,SEK,254
3/30/16,204,SEK,479
3/30/16,204,SEK,504
3/30/16,204,SEK,214
3/30/16,204,SEK,579
3/30/16,204,SEK,329
2/19/16,210,SEK,308
1/26/16,232,SEK,129
2/29/16,232,SEK,129
4/27/16,232,SEK,129
3/29/16,232,SEK,129
3/10/16,246,SEK,129
3/29/16,246,SEK,129
4/26/16,246,SEK,129
2/22/16,256,SEK,1229
4/5/16,261,SEK,1029
1/11/16,268,SEK,129
1/28/16,268,SEK,129
2/12/16,268,SEK,129
2/26/16,268,SEK,129
3/15/16,268,SEK,129
4/7/16,268,SEK,129
2/10/16,284,SEK,3029
2/25/16,284,SEK,3029
2/29/16,284,SEK,3029
4/4/16,291,SEK,529
4/5/16,305,SEK,429
4/25/16,306,SEK,410.57
1/13/16,309,SEK,429
2/9/16,309,SEK,529
3/1/16,309,SEK,529
3/22/16,309,SEK,529
4/18/16,309,SEK,529
2/9/16,330,SEK,229
2/11/16,338,SEK,149
1/25/16,394,SEK,3029
2/26/16,394,SEK,1029
2/26/16,394,SEK,1979
3/24/16,394,SEK,3029
4/25/16,394,SEK,3029
5/27/16,402,SEK,193
1/11/16,403,SEK,129
2/15/16,403,SEK,129
3/9/16,403,SEK,129
1/28/16,421,SEK,454
2/26/16,421,SEK,794.58
2/26/16,421,SEK,414.77
3/29/16,421,SEK,410.7
3/29/16,421,SEK,513.34
4/5/16,421,SEK,776.76
4/5/16,421,SEK,768.6
2/26/16,421,SEK,1229
2/26/16,421,SEK,579
3/29/16,421,SEK,1529
4/5/16,421,SEK,529
4/27/16,421,SEK,829
2/4/16,428,SEK,529
2/4/16,428,SEK,2829
1/21/16,428,SEK,1437
1/20/16,428,SEK,2529
1/27/16,428,SEK,2529
2/4/16,428,SEK,2729
2/26/16,428,SEK,3029
3/21/16,428,SEK,3029
4/19/16,428,SEK,3029
2/4/16,428,SEK,329
1/8/16,437,SEK,3029
6/3/16,437,SEK,3029
1/13/16,438,SEK,300
2/1/16,438,SEK,529
3/21/16,438,SEK,300
3/29/16,438,SEK,330
1/8/16,443,SEK,1029
1/20/16,443,SEK,1029
2/3/16,443,SEK,1029
2/3/16,443,SEK,929
2/19/16,443,SEK,529
2/19/16,443,SEK,829
2/24/16,443,SEK,729
2/24/16,443,SEK,429
2/24/16,443,SEK,429
4/18/16,443,SEK,329
3/30/16,474,SEK,729
4/6/16,474,SEK,200
2/11/16,474,SEK,529
2/22/16,474,SEK,529
3/1/16,474,SEK,529
3/21/16,474,SEK,529
4/6/16,474,SEK,300
4/6/16,474,SEK,229
1/18/16,478,SEK,2029
3/14/16,478,SEK,128
3/15/16,478,SEK,429
4/21/16,478,SEK,129
4/18/16,478,SEK,1529
1/8/16,480,SEK,2332.82
4/8/16,492,SEK,3029
1/5/16,501,SEK,2929
1/27/16,501,SEK,3029
2/9/16,501,SEK,2929
2/18/16,501,SEK,3029
2/25/16,501,SEK,3029
3/8/16,501,SEK,2979
3/29/16,501,SEK,1029
3/29/16,501,SEK,1979
3/31/16,501,SEK,1529
1/13/16,513,SEK,329
2/3/16,513,SEK,229
2/3/16,513,SEK,329
2/13/16,513,SEK,329
4/6/16,513,SEK,529
3/21/16,513,SEK,229
3/24/16,513,SEK,229
1/15/16,513,SEK,229
1/22/16,513,SEK,329
1/22/16,513,SEK,329
1/29/16,513,SEK,229
2/3/16,513,SEK,229
2/19/16,513,SEK,429
2/3/16,513,SEK,229
2/13/16,513,SEK,229
3/19/16,513,SEK,429
2/29/16,513,SEK,229
4/6/16,513,SEK,229
3/22/16,513,SEK,429
3/24/16,513,SEK,229
3/24/16,513,SEK,329
4/22/16,513,SEK,329
4/25/16,513,SEK,229
3/1/16,524,SEK,2529
5/2/16,524,SEK,2529
1/15/16,541,SEK,229
2/26/16,541,SEK,229
3/1/16,541,SEK,229
3/29/16,541,SEK,229
3/24/16,541,SEK,149
3/31/16,541,SEK,139
1/7/16,562,SEK,1229
1/7/16,562,SEK,1029
1/26/16,562,SEK,729
1/26/16,562,SEK,1029
2/4/16,562,SEK,1029
2/26/16,562,SEK,529
2/26/16,562,SEK,1029
3/23/16,562,SEK,1529
3/23/16,562,SEK,1429
3/7/16,579,SEK,129
3/29/16,579,SEK,229
3/29/16,579,SEK,129
4/15/16,579,SEK,129
4/20/16,579,SEK,129
1/19/16,591,SEK,129
2/19/16,591,SEK,129
3/18/16,591,SEK,129
2/25/16,641,SEK,1229
3/24/16,641,SEK,2999
1/25/16,641,SEK,3029
2/25/16,641,SEK,1829
4/25/16,641,SEK,3029
1/28/16,651,SEK,772.5
1/28/16,651,SEK,368.52
1/28/16,651,SEK,215.79
1/28/16,651,SEK,638.4
1/28/16,651,SEK,501.34
1/28/16,651,SEK,286.63
2/26/16,651,SEK,1857.88
2/26/16,651,SEK,688.02
2/26/16,651,SEK,367.1
3/3/16,651,SEK,414.42
3/29/16,651,SEK,413.92
4/21/16,651,SEK,2302.55
3/29/16,651,SEK,154
1/25/16,652,SEK,3029
2/11/16,652,SEK,2529
4/18/16,652,SEK,3029
1/7/16,679,SEK,479
1/29/16,679,SEK,429
2/11/16,686,SEK,229
2/11/16,686,SEK,129
2/11/16,686,SEK,229
2/26/16,686,SEK,129
2/26/16,686,SEK,129
2/8/16,687,SEK,129
2/17/16,687,SEK,129
3/10/16,687,SEK,129
4/18/16,687,SEK,129
3/29/16,689,SEK,1529
1/11/16,698,SEK,229
1/25/16,698,SEK,429
2/4/16,698,SEK,429
2/25/16,698,SEK,229
2/26/16,698,SEK,229
3/24/16,698,SEK,229
3/24/16,698,SEK,129
1/11/16,698,SEK,429
1/25/16,698,SEK,429
2/25/16,698,SEK,229
2/25/16,698,SEK,149
2/25/16,698,SEK,229
3/24/16,703,SEK,122.26
1/25/16,710,SEK,529
2/1/16,710,SEK,2029
2/22/16,710,SEK,2029
1/4/16,740,SEK,1529
1/4/16,740,SEK,1229
2/1/16,740,SEK,2029
2/25/16,740,SEK,979
2/25/16,740,SEK,779
1/22/16,764,SEK,2029
4/15/16,764,SEK,2529
3/21/16,766,SEK,129
6/10/16,766,SEK,129
2/22/16,870,SEK,529
2/26/16,870,SEK,529
2/22/16,870,SEK,228
3/22/16,870,SEK,112
3/22/16,870,SEK,228
3/22/16,870,SEK,380
2/19/16,872,SEK,308
3/29/16,889,SEK,129
3/31/16,889,SEK,229
4/5/16,889,SEK,124
3/1/16,914,SEK,171.85
3/1/16,914,SEK,368.28
3/1/16,914,SEK,707.56
2/25/16,918,SEK,127
2/25/16,918,SEK,225
3/24/16,918,SEK,127
3/24/16,918,SEK,323
4/19/16,930,SEK,528
1/19/16,930,SEK,528
2/2/16,957,SEK,528
6/29/16,957,SEK,528
1/18/16,967,SEK,229
4/6/16,975,SEK,440.49
1/26/16,1020,SEK,2029
2/8/16,1030,SEK,1329
2/8/16,1030,SEK,1629
2/8/16,1030,SEK,3029
2/8/16,1030,SEK,2829
2/8/16,1030,SEK,2786
2/26/16,1030,SEK,2629
2/26/16,1030,SEK,2829
3/31/16,1030,SEK,2829
5/31/16,1030,SEK,2929
5/24/16,1036,SEK,1000
3/3/16,1036,SEK,2829
1/27/16,1036,SEK,129
5/25/16,1036,SEK,1529
5/20/16,1036,SEK,529
5/20/16,1036,SEK,329
5/20/16,1036,SEK,529
1/26/16,1046,SEK,3029
3/29/16,1050,SEK,453.33
3/29/16,1050,SEK,229
